text,year
"While the overall mood at the conclusion of the forum -- at the Isle of Capri casino hotel in Biloxi -- was upbeat, some architects expressed frustration that clear guidelines for rebuilding were not yet available from FEMA.",2005
"His remark at a Republican debate in May that employers should be able to fire gay workers drew a torrent of criticism, and his later explanation -- that his hearing aid had not been working and that he had urgently needed to use the bathroom -- only kept the story alive.",2007
"Mr. McCain's advisers expect a record-shattering turnout of 130 million people, many being brought into the political process for the first time.",2008
"American diplomats have visited Damascus, but have reiterated the same priorities as the Bush administration: protesting Syria's military support to Hezbollah and Hamas, and its strong ties with Iran.",2010
"On Friday, Senator Chuck Schumer, the Democratic leader, sent a letter to the Small Business Administration demanding a thorough review of use of the program by Mr. Bennett's companies, saying that he is ""deeply concerned that large, publicly traded companies, like Ashford, may be exploiting"" it.",2020
"Mr. Trump said he had no problem with what Mr. Bolton might say, but that ""for the sake of the office"" of the president, he did not want to set a standard of letting a top adviser speak about their interactions.",2020
"Mr. Rubio, Mr. Bush and Mr. Cruz have divided up many of the most consequential endorsements there, and George W. Bush, the former president, is expected to campaign for his brother in the state.",2016
Mr. Carbonetti said the announcement would be followed by more appointments of senior staff members in the next few weeks.,2006
"""A $120 million smear campaign is going to have an impact against anybody,"" said Todd Harris, a senior Schwarzenegger adviser.",2005
"But it will also depend on the strength of the perception, by scientists and the broader public, that meddling with NOAA is beyond the bounds of whatever constitutes acceptable political behavior.",2019
But the general's recommendations on how to proceed on reducing the force have been outlined to Mr. Bush and senior officers.,2007
But senior party officials indicate he may have time for a second trip to one of those states.,2018
"Federal law does not bar contractors with unpaid federal taxes from obtaining government contracts, and Mr. Coleman said it might be overly harsh to pass such a law because of a resulting loss of jobs.",2004
